filename	classname	category_d1	category_d2	category_d3	category_d4	category_d5	category_d6	is_reference	multi_labeled
68038__robinhood76__00912-children-shout-taaak-2.wav	047Human sounds_Human group actions_Children shouting	Human sounds	Human group actions	Children shouting				FALSE	FALSE
048Human sounds_Human locomotion_Run_reference.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				TRUE	FALSE
181583__kingsrow__running-01.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
181587__kingsrow__running-03.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
249923__hintringer__running-on-the-street.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
260118__splicesound__01-22-footsteps-tile-slippers-running.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
319224__worthahep88__running-in-place-dirt-tennis-shoes.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
328458__alexmurphy53__running-on-a-concrete-floor.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
348751__scriotxstudios__human-run-in-sneaks.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
363470__taure__running-wood.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
379323__13fpanska-marval-lukas__run.wav	048Human sounds_Human locomotion_Run	Human sounds	Human locomotion	Run				FALSE	FALSE
049Human sounds_Human locomotion_Shuffle_reference.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				TRUE	FALSE
143932__wentzelj__feet2.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
143932__wentzelj__feet3.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
319204__worthahep88__foot-drag-dirt-4.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
319205__worthahep88__foot-drag-dirt-3.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
319210__worthahep88__foot-drags-dirt-2.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
339791__pfranzen__shuffling-backwards-on-a-carpet.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
78445__xserra__lagunita-foot-dragging.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
90788__kmoon__pebbles-scrape-drag-foot1.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
90788__kmoon__pebbles-scrape-drag-foot2.wav	049Human sounds_Human locomotion_Shuffle	Human sounds	Human locomotion	Shuffle				FALSE	FALSE
050Human sounds_Human locomotion_Walk_ footsteps_reference.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				TRUE	FALSE
146782__hollowriku__walking-footsteps.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
274832__rempen__gravel-road-walk.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
318900__robinhood76__05934-heels-walking-on-pavement-looping.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
321583__hitmount__walk.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
331446__ralphwhitehead__walking-on-a-wooden-floor.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
331452__ralphwhitehead__walking-on-a-wooden-floor.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
378131__13gpanska-taborsky-radovan__walking.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
383660__deleted-user-7146007__footsteps-walking.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
43781__digifishmusic__walking-on-a-gravel-path-by-the-sea.wav	050Human sounds_Human locomotion_Walk_ footsteps	Human sounds	Human locomotion	"Walk, footsteps"				FALSE	FALSE
051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry_reference.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			TRUE	FALSE
152007__winsx87__babys-crying.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
167077__julien-matthey__jm-human-baby-01c-crying.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
211528__the-yura__crying-newborn-baby-child-2.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
240372__mariiao2__baby-cry.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
242119__renatofarabeuf__cry-baby.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
26760__zerolagtime__baby-crying1.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
346663__adam-n__baby-cry.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
386923__gumballworld__baby-newborn-cry2.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
59579__morgantj__babycrying2.wav	051Human sounds_Human voice_Crying_ sobbing_Baby cry_ infant cry	Human sounds	Human voice	"Crying, sobbing"	"Baby cry, infant cry"			FALSE	FALSE
052Human sounds_Human voice_Groan_reference.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				TRUE	FALSE
103797__nigelnix__groan-with-echo.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
257706__vmgraw__groaning1.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
257706__vmgraw__groaning2.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
260184__splicesound__young-boy-groans1.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
260184__splicesound__young-boy-groans2.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
260184__splicesound__young-boy-groans3.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
319341__monosfera__jeczenie-groan-011.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
319341__monosfera__jeczenie-groan-012.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
386031__taramg__deathgroan002.wav	052Human sounds_Human voice_Groan	Human sounds	Human voice	Groan				FALSE	FALSE
053Human sounds_Human voice_Grunt_reference.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				TRUE	FALSE
150857__amvaclasssounds__patrick-s-grunt.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
193599__kuzyaburst__painful-grunts-boy1.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
193599__kuzyaburst__painful-grunts-boy2.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
252235__reitanna__soft-grunt.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
257709__vmgraw__grunt-2.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
274445__creeper-ciller78__grunt1.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
344004__reitanna__heavy-grunt.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
368843__skyraevoicing__female-grunts-for-games.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
370036__punisherman__grunt.wav	053Human sounds_Human voice_Grunt	Human sounds	Human voice	Grunt				FALSE	FALSE
054Human sounds_Human voice_Humming_reference.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				TRUE	FALSE
109132__thatjeffcarter__hmmmmmm2.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
264191__lavilovesyou__female-humming 1.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
264191__lavilovesyou__female-humming 2.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
26717__leady__mmmmm-loop1 1.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
26717__leady__mmmmm-loop1 2.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
50168__freesound__012-meditate-turning 1.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
65370__digifishmusic__endhum-kt 1.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
65370__digifishmusic__endhum-kt 2.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
69979__nayruslove__girlprettyvoicehumming 1.wav	054Human sounds_Human voice_Humming	Human sounds	Human voice	Humming				FALSE	FALSE
055Human sounds_Human voice_Laughter_Baby laughter_reference.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			TRUE	FALSE
111161__noisecollector__babyboylaughing.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
194535__wjoojoo__stan-baby-laughing2.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
242931__obxjohn__child-laughin-wav.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
259528__bjbutler__child-laughing.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
260774__iccleste__baby-laughs.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
371302__iamgiorgio__c2-baby-laughing-04.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
77444__ephemeral-rift__baby17.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
8157__levinj__jazzgiggle-10-8-05-9mo 1.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
8157__levinj__jazzgiggle-10-8-05-9mo 2.wav	055Human sounds_Human voice_Laughter_Baby laughter	Human sounds	Human voice	Laughter	Baby laughter			FALSE	FALSE
056Human sounds_Human voice_Laughter_Chuckle_ chortle_reference.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			TRUE	FALSE
140220__shall555__sh-child-chuckling-at-something-two-sets 1.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
140220__shall555__sh-child-chuckling-at-something-two-sets 2.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
151223__owlstorm__female-laugh.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
180296__jorickhoofd__loose-chuckles.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
277598__coral-island-studios__adult-woman-phone-conversation-laughing-did-he-fall-for-it 1.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
278107__kanexor__cute-female-laugh.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
377742__bluesiren__girl-chuckle.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
380101__sqeeeek__chuckles-man-grinning-sqeeek 1.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
380101__sqeeeek__chuckles-man-grinning-sqeeek 2.wav	056Human sounds_Human voice_Laughter_Chuckle_ chortle	Human sounds	Human voice	Laughter	"Chuckle, chortle"			FALSE	FALSE
057Human sounds_Human voice_Laughter_Giggle_reference.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			TRUE	FALSE
179671__alucardsbride__girly-giggle.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
254310__jagadamba__male-laugh-laughter.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
337717__schroedel__lachen-3.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
381275__spets880__funny-laugh-with-another-guy-laughing-in-backround 1.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
65802__thanvannispen__eline-giegel 1.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
92374__sandyrb__close-female-laugh-015-with-paper-rattle.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
92388__sandyrb__close-female-laugh-029.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
92392__sandyrb__close-female-laugh-033.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
92394__sandyrb__close-female-laugh-035.wav	057Human sounds_Human voice_Laughter_Giggle	Human sounds	Human voice	Laughter	Giggle			FALSE	FALSE
058Human sounds_Human voice_Screaming_reference.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				TRUE	FALSE
180307__jorickhoofd__sad-cry-2 1.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
220623__adriancalzon__scream-05.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
221153__irenearandapares__girl-scream.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
222530__alberttrepat__male-screaming.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
242899__reitanna__diiiiiie.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
353292__j-zazvurek__woman-scream-5.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
359130__robertamotta__scream-rm.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
62386__fons__eng-1.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
63632__vtownpunks__screaming-1.wav	058Human sounds_Human voice_Screaming	Human sounds	Human voice	Screaming				FALSE	FALSE
059Human sounds_Human voice_Shout_Children shouting_reference.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			TRUE	FALSE
315828__benjaminharveydesign__shriek-3-and-laugh 1.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
315833__benjaminharveydesign__shriek-8 1.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
315834__benjaminharveydesign__shriek-6 1.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
315835__benjaminharveydesign__shriek-4 1.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
346814__robinhood76__06684-children-hooray-joy-shout.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
351627__arnaud-coutancier__scream-3.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
351633__arnaud-coutancier__scream-5.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
351634__arnaud-coutancier__scream-4.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
360465__topschool__scream01.wav	059Human sounds_Human voice_Shout_Children shouting	Human sounds	Human voice	Shout	Children shouting			FALSE	FALSE
060Human sounds_Human voice_Shout_Whoop_reference.wav	060Human sounds_Human voice_Shout_Whoop	Human sounds	Human voice	Shout	Whoop			TRUE	FALSE
346684__adam-n__crowd-applause.wav	060Human sounds_Human voice_Shout_Whoop	Human sounds	Human voice	Shout	Whoop			FALSE	FALSE
58672__timtube__cheer-2.wav	060Human sounds_Human voice_Shout_Whoop	Human sounds	Human voice	Shout	Whoop			FALSE	FALSE
061Human sounds_Human voice_Shout_Yell_reference.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			TRUE	FALSE
161357__dream4dreamtheater__aahh.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
180313__jorickhoofd__sad-cry-8.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
221544__joseppujol__wounded-man-scream.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
242899__reitanna__diiiiiie.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
250550__corsica-s__run.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
30998__unclesigmund__yahoo-1.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
353086__greatnate98__weirdo-scream.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
381943__iplanella__man-screaming-ii.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
382991__julialn__scream-girl 1.wav	061Human sounds_Human voice_Shout_Yell	Human sounds	Human voice	Shout	Yell			FALSE	FALSE
062Human sounds_Human voice_Sigh_reference.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				TRUE	FALSE
22755__franciscopadilla__52-chinese-cymbal.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
240689__mariiao2__sigh.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
252222__reitanna__heavy-sigh.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
265249__wjtaylor__sigh.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
275055__ashtalon__sigh.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
318089__drkvixn91__sigh-3-female.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
318090__drkvixn91__sigh-5-male-deep.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
318091__drkvixn91__sigh-5-male.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
334061__garynoden__satisfiedsigh.wav	062Human sounds_Human voice_Sigh	Human sounds	Human voice	Sigh				FALSE	FALSE
063Human sounds_Human voice_Wail_ moan_reference.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				TRUE	FALSE
166944__qubodup__grunts-of-pain-by-military-soldiers 1.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
166944__qubodup__grunts-of-pain-by-military-soldiers 2.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
166944__qubodup__grunts-of-pain-by-military-soldiers 3.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
166944__qubodup__grunts-of-pain-by-military-soldiers 4.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
166944__qubodup__grunts-of-pain-by-military-soldiers 5.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
180312__jorickhoofd__sad-cry-9.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
182020__safadancer__male-orgasm.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
277562__coral-island-studios__woman-in-pain.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
80438__bennychico11__grunts.wav	063Human sounds_Human voice_Wail_ moan	Human sounds	Human voice	"Wail, moan"				FALSE	FALSE
064Human sounds_Human voice_Whispering_reference.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				TRUE	FALSE
177452__andromadax24__s-pain-slith-15.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
198434__augdog__whispers.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
236547__bcimmet__m-d-whispered.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
253636__omgugmr__ill-be-watching-you.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
255877__jagadamba__female-voice-whispering-lab-geaks.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
255878__jagadamba__female-voice-whispering-lab-geaks.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
271633__carmsie__do-you-want-to-know-a-secret.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
271634__carmsie__shadows.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
53240__corsica-s__cur1350-whispers.wav	064Human sounds_Human voice_Whispering	Human sounds	Human voice	Whispering				FALSE	FALSE
065Human sounds_Human voice_Yawn_reference.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				TRUE	FALSE
102906__gingermark__yawn.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
171444__qubodup__yawn 1.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
171444__qubodup__yawn 2.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
202105__spookymodem__yawn.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
238399__amorralteixe__yawn.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
272030__aldenroth2__male-yawn.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
341012__vikuserro__yawning-just-woke-up.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
364217__daalvinz__fake-yawn-male.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
364695__alegemaate__yawn-male.wav	065Human sounds_Human voice_Yawn	Human sounds	Human voice	Yawn				FALSE	FALSE
066Human sounds_Respiratory sounds_Breathing_Gasp_reference.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			TRUE	FALSE
207779__dvideoguy__gasp.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
240272__kgatto__one-gasp.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
31360__freqman__gasp05.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
341908__bacruz666__gasp.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
343878__reitanna__big-gasp.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
344407__jawbutch__male-gasp-1.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
353924__dr-skitz__gasp.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
363544__skyraevoicing__inhale-gasp-scared.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
65620__otherthings__inhale-10115a.wav	066Human sounds_Respiratory sounds_Breathing_Gasp	Human sounds	Respiratory sounds	Breathing	Gasp			FALSE	FALSE
067Human sounds_Respiratory sounds_Breathing_Pant_reference.wav	067Human sounds_Respiratory sounds_Breathing_Pant	Human sounds	Respiratory sounds	Breathing	Pant			TRUE	FALSE
213289__aderumoro__panting-teenage-girl-young-lady-shaky-frightened 1.wav	067Human sounds_Respiratory sounds_Breathing_Pant	Human sounds	Respiratory sounds	Breathing	Pant			FALSE	FALSE
213289__aderumoro__panting-teenage-girl-young-lady-shaky-frightened 2.wav	067Human sounds_Respiratory sounds_Breathing_Pant	Human sounds	Respiratory sounds	Breathing	Pant			FALSE	FALSE
317478__drkvixn91__breathless-panting-2.wav	067Human sounds_Respiratory sounds_Breathing_Pant	Human sounds	Respiratory sounds	Breathing	Pant			FALSE	FALSE
318079__drkvixn91__breathless-coughing-1.wav	067Human sounds_Respiratory sounds_Breathing_Pant	Human sounds	Respiratory sounds	Breathing	Pant			FALSE	FALSE
