	id	imitation_filename	reference_filename	wrong_pair	listener_id	is_imitation	is_right_imitation	rating
1996	1996	075Music_Musical instrument_Bell_Bicycle bell-6244411344158720.wav	203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav	True	3	True	False	
1997	1997	075Music_Musical instrument_Bell_Bicycle bell-6268798705336320.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	6	False	False	
1998	1998	075Music_Musical instrument_Bell_Bicycle bell-6268798705336320.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	6	False	False	
1999	1999	075Music_Musical instrument_Bell_Bicycle bell-6268798705336320.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	6	False	False	
2000	2000	075Music_Musical instrument_Bell_Bicycle bell-6280069504827392.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	9	True	True	16.0
2001	2001	075Music_Musical instrument_Bell_Bicycle bell-6303297493270528.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	6	True	True	66.0
2002	2002	075Music_Musical instrument_Bell_Bicycle bell-6303297493270528.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	6	True	True	75.0
2003	2003	075Music_Musical instrument_Bell_Bicycle bell-6322728730624000.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	3	True	True	55.0
2004	2004	075Music_Musical instrument_Bell_Bicycle bell-6322728730624000.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	3	True	True	16.0
2005	2005	075Music_Musical instrument_Bell_Bicycle bell-6441298550587392.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	1	True	True	26.0
2006	2006	075Music_Musical instrument_Bell_Bicycle bell-6585170291326976.wav	075Music_Musical instrument_Bell_Bicycle bell_reference.wav	False	9	True	True	39.0
2007	2007	076Music_Musical instrument_Bell_Chime_Wind chime-4688487366262784.wav	045Human sounds_Human group actions_Booing_reference.wav	True	1	True	True	52.0
2008	2008	076Music_Musical instrument_Bell_Chime_Wind chime-4688487366262784.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	1	True	False	
2009	2009	076Music_Musical instrument_Bell_Chime_Wind chime-4797401697091584.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	0	True	True	27.0
2010	2010	076Music_Musical instrument_Bell_Chime_Wind chime-4837036460605440.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	4	True	True	29.0
2011	2011	076Music_Musical instrument_Bell_Chime_Wind chime-4854072179949568.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	2	True	True	55.0
2012	2012	076Music_Musical instrument_Bell_Chime_Wind chime-4887827670106112.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	7	True	False	
2013	2013	076Music_Musical instrument_Bell_Chime_Wind chime-4925198448984064.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	3	True	True	5.0
2014	2014	076Music_Musical instrument_Bell_Chime_Wind chime-4925198448984064.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	3	True	False	
2015	2015	076Music_Musical instrument_Bell_Chime_Wind chime-5074086174654464.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	9	True	True	6.0
2016	2016	076Music_Musical instrument_Bell_Chime_Wind chime-5152971570544640.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	2	True	False	
2017	2017	076Music_Musical instrument_Bell_Chime_Wind chime-5169302646816768.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	2	True	True	6.0
2018	2018	076Music_Musical instrument_Bell_Chime_Wind chime-5170473293840384.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	2	True	True	51.0
2019	2019	076Music_Musical instrument_Bell_Chime_Wind chime-5198723978100736.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	8	True	True	36.0
2020	2020	076Music_Musical instrument_Bell_Chime_Wind chime-5204544732528640.wav	134Music_Musical instrument_Wind instrument_ woodwind instrument_Flute_reference.wav	True	5	True	False	
2021	2021	076Music_Musical instrument_Bell_Chime_Wind chime-5204544732528640.wav	134Music_Musical instrument_Wind instrument_ woodwind instrument_Flute_reference.wav	True	5	True	False	
2022	2022	076Music_Musical instrument_Bell_Chime_Wind chime-5204544732528640.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	5	True	True	18.0
2023	2023	076Music_Musical instrument_Bell_Chime_Wind chime-5204544732528640.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	5	True	True	17.0
2024	2024	076Music_Musical instrument_Bell_Chime_Wind chime-5233139819479040.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	8	True	True	38.0
2025	2025	076Music_Musical instrument_Bell_Chime_Wind chime-5233139819479040.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	8	True	True	16.0
2026	2026	076Music_Musical instrument_Bell_Chime_Wind chime-5268608464715776.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	11	True	True	39.0
2027	2027	076Music_Musical instrument_Bell_Chime_Wind chime-5359412797505536.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	2	True	True	29.0
2028	2028	076Music_Musical instrument_Bell_Chime_Wind chime-5420535685054464.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	8	True	True	17.0
2029	2029	076Music_Musical instrument_Bell_Chime_Wind chime-5420535685054464.wav	085Music_Musical instrument_Brass instrument_Cornet_reference.wav	True	8	True	False	
2030	2030	076Music_Musical instrument_Bell_Chime_Wind chime-5430358006824960.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	7	True	True	74.0
2031	2031	076Music_Musical instrument_Bell_Chime_Wind chime-5430358006824960.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	7	True	True	56.0
2032	2032	076Music_Musical instrument_Bell_Chime_Wind chime-5658830000095232.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	4	False	False	
2033	2033	076Music_Musical instrument_Bell_Chime_Wind chime-5699714196439040.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	2	True	True	51.0
2034	2034	076Music_Musical instrument_Bell_Chime_Wind chime-5711129414205440.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	6	True	True	11.0
2035	2035	076Music_Musical instrument_Bell_Chime_Wind chime-5738275486564352.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	14	True	True	61.0
2036	2036	076Music_Musical instrument_Bell_Chime_Wind chime-5738275486564352.wav	019Animal_Wild animals_Bird_Bird flight_ flapping wings_reference.wav	True	14	True	False	
2037	2037	076Music_Musical instrument_Bell_Chime_Wind chime-6548818090786816.wav	076Music_Musical instrument_Bell_Chime_Wind chime_reference.wav	False	0	True	True	8.0
2038	2038	077Music_Musical instrument_Bell_Church bell-4660781471760384.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	2	True	True	75.0
2039	2039	077Music_Musical instrument_Bell_Church bell-4731677423173632.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	3	True	True	4.0
2040	2040	077Music_Musical instrument_Bell_Church bell-4883847040729088.wav	141Natural sounds_Water_Ocean_Waves_ surf_reference.wav	True	4	True	False	
2041	2041	077Music_Musical instrument_Bell_Church bell-4883847040729088.wav	141Natural sounds_Water_Ocean_Waves_ surf_reference.wav	True	4	True	False	
2042	2042	077Music_Musical instrument_Bell_Church bell-4883847040729088.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	2	True	True	75.0
2043	2043	077Music_Musical instrument_Bell_Church bell-5079734325084160.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	0	True	True	43.0
2044	2044	077Music_Musical instrument_Bell_Church bell-5139146339254272.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	9	True	True	0.0
2045	2045	077Music_Musical instrument_Bell_Church bell-5371950209695744.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	4	True	True	14.0
2046	2046	077Music_Musical instrument_Bell_Church bell-5384208583229440.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	8	True	True	57.0
2047	2047	077Music_Musical instrument_Bell_Church bell-5467280766926848.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	2	True	True	80.0
2048	2048	077Music_Musical instrument_Bell_Church bell-5654100301578240.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	9	True	True	71.0
2049	2049	077Music_Musical instrument_Bell_Church bell-5654100301578240.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	9	True	True	75.0
2050	2050	077Music_Musical instrument_Bell_Church bell-5686462611718144.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	4	True	True	31.0
2051	2051	077Music_Musical instrument_Bell_Church bell-5686462611718144.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	4	True	True	28.0
2052	2052	077Music_Musical instrument_Bell_Church bell-5698829030522880.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	6	True	True	19.0
2053	2053	077Music_Musical instrument_Bell_Church bell-5698829030522880.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	6	True	True	21.0
2054	2054	077Music_Musical instrument_Bell_Church bell-5737611108810752.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	8	True	True	36.0
2055	2055	077Music_Musical instrument_Bell_Church bell-5737611108810752.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	8	True	True	52.0
2056	2056	077Music_Musical instrument_Bell_Church bell-5764640680181760.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	0	True	True	50.0
2057	2057	077Music_Musical instrument_Bell_Church bell-5965057007550464.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	0	True	True	62.0
2058	2058	077Music_Musical instrument_Bell_Church bell-5977061709578240.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	2	True	True	80.0
2059	2059	077Music_Musical instrument_Bell_Church bell-6236965749915648.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	1	True	True	76.0
2060	2060	077Music_Musical instrument_Bell_Church bell-6236965749915648.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	1	True	True	55.0
2061	2061	077Music_Musical instrument_Bell_Church bell-6256291223699456.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	12	True	True	100.0
2062	2062	077Music_Musical instrument_Bell_Church bell-6315704580046848.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	2	True	True	70.0
2063	2063	077Music_Musical instrument_Bell_Church bell-6329037500710912.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	9	True	True	55.0
2064	2064	077Music_Musical instrument_Bell_Church bell-6331815807680512.wav	077Music_Musical instrument_Bell_Church bell_reference.wav	False	10	True	True	34.0
2065	2065	078Music_Musical instrument_Bell_Jingle bell-4513859230498816.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	4	True	True	29.0
2066	2066	078Music_Musical instrument_Bell_Jingle bell-4661457929109504.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	11	True	True	39.0
2067	2067	078Music_Musical instrument_Bell_Jingle bell-4793520925704192.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	12	True	True	46.0
2068	2068	078Music_Musical instrument_Bell_Jingle bell-5093363330056192.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	12	True	True	89.0
2069	2069	078Music_Musical instrument_Bell_Jingle bell-5107299425189888.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	11	True	True	47.0
2070	2070	078Music_Musical instrument_Bell_Jingle bell-5190842981548032.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	14	True	True	1.0
2071	2071	078Music_Musical instrument_Bell_Jingle bell-5352476827975680.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	9	True	True	40.0
2072	2072	078Music_Musical instrument_Bell_Jingle bell-5417652419821568.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	3	True	True	5.0
2073	2073	078Music_Musical instrument_Bell_Jingle bell-5595711563366400.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	2	True	True	70.0
2074	2074	078Music_Musical instrument_Bell_Jingle bell-5644660902985728.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	2	True	True	73.0
2075	2075	078Music_Musical instrument_Bell_Jingle bell-5659645909663744.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	12	True	True	74.0
2076	2076	078Music_Musical instrument_Bell_Jingle bell-5676201666412544.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	2	True	True	50.0
2077	2077	078Music_Musical instrument_Bell_Jingle bell-5708007778287616.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	0	True	True	37.0
2078	2078	078Music_Musical instrument_Bell_Jingle bell-5842833781030912.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	8	True	True	43.0
2079	2079	078Music_Musical instrument_Bell_Jingle bell-5842833781030912.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	8	True	True	62.0
2080	2080	078Music_Musical instrument_Bell_Jingle bell-6023826387238912.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	14	True	True	98.0
2081	2081	078Music_Musical instrument_Bell_Jingle bell-6253432654528512.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	12	True	True	100.0
2082	2082	078Music_Musical instrument_Bell_Jingle bell-6290339845373952.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	4	True	True	17.0
2083	2083	078Music_Musical instrument_Bell_Jingle bell-6300929624113152.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	5	True	True	35.0
2084	2084	078Music_Musical instrument_Bell_Jingle bell-6300929624113152.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	5	True	True	43.0
2085	2085	078Music_Musical instrument_Bell_Jingle bell-6613921070841856.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	2	True	True	56.0
2086	2086	078Music_Musical instrument_Bell_Jingle bell-6631782766084096.wav	078Music_Musical instrument_Bell_Jingle bell_reference.wav	False	11	True	True	41.0
2087	2087	079Music_Musical instrument_Bell_Tuning fork-4819888535240704.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	2	True	True	70.0
2088	2088	079Music_Musical instrument_Bell_Tuning fork-4844702708793344.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	9	True	True	52.0
2089	2089	079Music_Musical instrument_Bell_Tuning fork-4888485605408768.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	12	True	True	85.0
2090	2090	079Music_Musical instrument_Bell_Tuning fork-4908003547414528.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	2	True	True	80.0
2091	2091	079Music_Musical instrument_Bell_Tuning fork-5080491044634624.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	2	True	True	75.0
2092	2092	079Music_Musical instrument_Bell_Tuning fork-5118385272651776.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	7	True	True	43.0
2093	2093	079Music_Musical instrument_Bell_Tuning fork-5134692458168320.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	10	True	True	72.0
2094	2094	079Music_Musical instrument_Bell_Tuning fork-5307115530878976.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	7	True	True	71.0
2095	2095	079Music_Musical instrument_Bell_Tuning fork-5503187767263232.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	6	True	True	58.0
2096	2096	079Music_Musical instrument_Bell_Tuning fork-5503187767263232.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	6	True	True	44.0
2097	2097	079Music_Musical instrument_Bell_Tuning fork-5640941595525120.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	4	True	True	43.0
2098	2098	079Music_Musical instrument_Bell_Tuning fork-5640941595525120.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	4	True	True	65.0
2099	2099	079Music_Musical instrument_Bell_Tuning fork-5732126167138304.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	2	True	True	85.0
2100	2100	079Music_Musical instrument_Bell_Tuning fork-5735735550279680.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	14	True	True	72.0
2101	2101	079Music_Musical instrument_Bell_Tuning fork-5738369707409408.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	2	True	True	80.0
2102	2102	079Music_Musical instrument_Bell_Tuning fork-5742272624721920.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	10	True	True	59.0
2103	2103	079Music_Musical instrument_Bell_Tuning fork-5742272624721920.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	10	True	True	63.0
2104	2104	079Music_Musical instrument_Bell_Tuning fork-5749095851360256.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	14	True	True	97.0
2105	2105	079Music_Musical instrument_Bell_Tuning fork-5749095851360256.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	14	True	True	96.0
2106	2106	079Music_Musical instrument_Bell_Tuning fork-6152153030721536.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	6	True	True	14.0
2107	2107	079Music_Musical instrument_Bell_Tuning fork-6152153030721536.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	6	True	True	16.0
2108	2108	079Music_Musical instrument_Bell_Tuning fork-6261075817267200.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	6	True	True	37.0
2109	2109	079Music_Musical instrument_Bell_Tuning fork-6313295371829248.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	4	True	True	51.0
2110	2110	079Music_Musical instrument_Bell_Tuning fork-6313295371829248.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	4	True	True	38.0
2111	2111	079Music_Musical instrument_Bell_Tuning fork-6423257808896000.wav	079Music_Musical instrument_Bell_Tuning fork_reference.wav	False	8	True	True	55.0
2112	2112	080Music_Musical instrument_Bowed string instrument_Cello-4659594987044864.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	10	True	True	73.0
2113	2113	080Music_Musical instrument_Bowed string instrument_Cello-5135440319348736.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	13	True	True	68.0
2114	2114	080Music_Musical instrument_Bowed string instrument_Cello-5165935929327616.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	10	True	True	69.0
2115	2115	080Music_Musical instrument_Bowed string instrument_Cello-5366616397185024.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	4	True	True	69.0
2116	2116	080Music_Musical instrument_Bowed string instrument_Cello-5481482344726528.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	11	True	True	69.0
2117	2117	080Music_Musical instrument_Bowed string instrument_Cello-5629805013762048.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	2	True	True	64.0
2118	2118	080Music_Musical instrument_Bowed string instrument_Cello-5672463165816832.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	8	True	True	98.0
2119	2119	080Music_Musical instrument_Bowed string instrument_Cello-5694639155707904.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	8	True	False	
2120	2120	080Music_Musical instrument_Bowed string instrument_Cello-5723607367942144.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	14	True	True	100.0
2121	2121	080Music_Musical instrument_Bowed string instrument_Cello-5729458187141120.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	4	True	True	88.0
2122	2122	080Music_Musical instrument_Bowed string instrument_Cello-5729458187141120.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	4	True	True	87.0
2123	2123	080Music_Musical instrument_Bowed string instrument_Cello-5743573328723968.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	14	True	True	73.0
2124	2124	080Music_Musical instrument_Bowed string instrument_Cello-5765033938124800.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	8	True	True	71.0
2125	2125	080Music_Musical instrument_Bowed string instrument_Cello-5781424338632704.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	11	True	True	53.0
2126	2126	080Music_Musical instrument_Bowed string instrument_Cello-5816005267816448.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	7	True	True	84.0
2127	2127	080Music_Musical instrument_Bowed string instrument_Cello-5816005267816448.wav	068Human sounds_Respiratory sounds_Breathing_Snoring_reference.wav	True	7	True	False	
2128	2128	080Music_Musical instrument_Bowed string instrument_Cello-5920391763591168.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	10	True	True	32.0
2129	2129	080Music_Musical instrument_Bowed string instrument_Cello-6005941069676544.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	12	True	True	100.0
2130	2130	080Music_Musical instrument_Bowed string instrument_Cello-6221339853586432.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	9	False	False	
2131	2131	080Music_Musical instrument_Bowed string instrument_Cello-6222772225179648.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	3	True	False	
2132	2132	080Music_Musical instrument_Bowed string instrument_Cello-6222772225179648.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	3	True	False	
2133	2133	080Music_Musical instrument_Bowed string instrument_Cello-6274005547876352.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	2	True	True	80.0
2134	2134	080Music_Musical instrument_Bowed string instrument_Cello-6296373200683008.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	9	True	True	73.0
2135	2135	080Music_Musical instrument_Bowed string instrument_Cello-6296373200683008.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	9	True	True	64.0
2136	2136	080Music_Musical instrument_Bowed string instrument_Cello-6563995297251328.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	8	True	True	61.0
2137	2137	080Music_Musical instrument_Bowed string instrument_Cello-6588809470803968.wav	080Music_Musical instrument_Bowed string instrument_Cello_reference.wav	False	2	True	True	80.0
2138	2138	081Music_Musical instrument_Bowed string instrument_Double bass-4737305172508672.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	11	True	True	55.0
2139	2139	081Music_Musical instrument_Bowed string instrument_Double bass-4759277956759552.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	6	True	True	75.0
2140	2140	081Music_Musical instrument_Bowed string instrument_Double bass-4759277956759552.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	6	True	True	72.0
2141	2141	081Music_Musical instrument_Bowed string instrument_Double bass-4860047016329216.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	11	True	True	55.0
2142	2142	081Music_Musical instrument_Bowed string instrument_Double bass-4974404278681600.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	2	True	True	80.0
2143	2143	081Music_Musical instrument_Bowed string instrument_Double bass-5054106523664384.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	7	True	True	95.0
2144	2144	081Music_Musical instrument_Bowed string instrument_Double bass-5152476843999232.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	8	True	True	84.0
2145	2145	081Music_Musical instrument_Bowed string instrument_Double bass-5251803331428352.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	2	True	True	80.0
2146	2146	081Music_Musical instrument_Bowed string instrument_Double bass-5641826627223552.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	2	True	True	80.0
2147	2147	081Music_Musical instrument_Bowed string instrument_Double bass-5661273836486656.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	8	True	True	11.0
2148	2148	081Music_Musical instrument_Bowed string instrument_Double bass-5718922095493120.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	0	True	True	88.0
2149	2149	081Music_Musical instrument_Bowed string instrument_Double bass-5832044017876992.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	2	True	False	
2150	2150	081Music_Musical instrument_Bowed string instrument_Double bass-6100763747024896.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	2	True	True	88.0
2151	2151	081Music_Musical instrument_Bowed string instrument_Double bass-6199550410752000.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	11	True	True	93.0
2152	2152	081Music_Musical instrument_Bowed string instrument_Double bass-6199550410752000.wav	064Human sounds_Human voice_Whispering_reference.wav	True	11	True	False	
2153	2153	081Music_Musical instrument_Bowed string instrument_Double bass-6234271731679232.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	13	True	True	80.0
2154	2154	081Music_Musical instrument_Bowed string instrument_Double bass-6234271731679232.wav	282Source-ambiguous sounds_Deformable shell_Crumpling_ crinkling_reference.wav	True	13	True	False	
2155	2155	081Music_Musical instrument_Bowed string instrument_Double bass-6280069504827392.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	1	True	True	84.0
2156	2156	081Music_Musical instrument_Bowed string instrument_Double bass-6293400009572352.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	2	True	True	85.0
2157	2157	081Music_Musical instrument_Bowed string instrument_Double bass-6400475154874368.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	7	True	True	86.0
2158	2158	081Music_Musical instrument_Bowed string instrument_Double bass-6483699809910784.wav	058Human sounds_Human voice_Screaming_reference.wav	True	8	True	True	9.0
2159	2159	081Music_Musical instrument_Bowed string instrument_Double bass-6483699809910784.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	8	True	True	69.0
2160	2160	081Music_Musical instrument_Bowed string instrument_Double bass-6493368318164992.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	7	True	True	30.0
2161	2161	081Music_Musical instrument_Bowed string instrument_Double bass-6523553348321280.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	3	True	True	48.0
2162	2162	081Music_Musical instrument_Bowed string instrument_Double bass-6523553348321280.wav	081Music_Musical instrument_Bowed string instrument_Double bass_reference.wav	False	3	True	True	47.0
2163	2163	082Music_Musical instrument_Bowed string instrument_String section-4619445364326400.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	8	True	True	12.0
2164	2164	082Music_Musical instrument_Bowed string instrument_String section-4682136317591552.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	2	True	True	73.0
2165	2165	082Music_Musical instrument_Bowed string instrument_String section-4693890032467968.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	2	True	True	75.0
2166	2166	082Music_Musical instrument_Bowed string instrument_String section-4693890032467968.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	2	True	True	74.0
2167	2167	082Music_Musical instrument_Bowed string instrument_String section-4823184117334016.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	2	True	True	75.0
2168	2168	082Music_Musical instrument_Bowed string instrument_String section-4868028676177920.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	10	True	True	47.0
2169	2169	082Music_Musical instrument_Bowed string instrument_String section-4910869632778240.wav	082Music_Musical instrument_Bowed string instrument_String section_reference.wav	False	14	True	True	97.0
