	imitation_id	imitation_filename	category_id	category_d1	category_d2	category_d3	category_d4	category_d5	category_d6	reference_filename	included	draft	training	participant_id	satisfaction	participants_sound_recording_description	participants_sound_recording_description_confidence
1069	1069	030Animal_Wild animals_Snake_Rattle-6239275368579072.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	True	False	6286100000000000.0			
1070	1070	030Animal_Wild animals_Snake_Rattle-6243309416611840.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	False	True	5465880000000000.0	Mostly satisfied	wasp flying	Confident
1071	1071	030Animal_Wild animals_Snake_Rattle-6274782936956928.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	True	False	6020600000000000.0			
1072	1072	030Animal_Wild animals_Snake_Rattle-6348862532878336.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	True	False	6020600000000000.0			
1073	1073	030Animal_Wild animals_Snake_Rattle-6392425312419840.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	True	False	6020600000000000.0			
1074	1074	030Animal_Wild animals_Snake_Rattle-6427353060212736.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	True	False	6020600000000000.0			
1075	1075	030Animal_Wild animals_Snake_Rattle-6515401500393472.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	False	True	False	5167240000000000.0			
1076	1076	030Animal_Wild animals_Snake_Rattle-6547699654459392.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	True	False	False	5167240000000000.0	Mostly satisfied	I just use my mouth not anything else.	Confident
1077	1077	030Animal_Wild animals_Snake_Rattle-6591775145721856.wav	30	Animal	Wild animals	Snake	Rattle			030Animal_Wild animals_Snake_Rattle_reference.wav	True	False	False	4747750000000000.0	Mostly satisfied	rattlesnake	Very confident
1078	1078	031Channel_ environment and background_Noise_Background noise_Mains hum-4677167308865536.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	6288440000000000.0	Neither satisfied or dissatisfied	echo sound	Not so confident
1079	1079	031Channel_ environment and background_Noise_Background noise_Mains hum-4717664018628608.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	False	5763420000000000.0	Mostly satisfied	Bass from speakers	Very confident
1080	1080	031Channel_ environment and background_Noise_Background noise_Mains hum-4770262335619072.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	4883480000000000.0	Mostly satisfied	speaker hum	Very confident
1081	1081	031Channel_ environment and background_Noise_Background noise_Mains hum-4781589774991360.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5466390000000000.0	Somewhat satisfied	low hum	Neutral
1082	1082	031Channel_ environment and background_Noise_Background noise_Mains hum-4788032762806272.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1083	1083	031Channel_ environment and background_Noise_Background noise_Mains hum-4820945634066432.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	6068830000000000.0	Neither satisfied or dissatisfied	some low-frequency sound	Not so confident
1084	1084	031Channel_ environment and background_Noise_Background noise_Mains hum-4821372983312384.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	True	5733940000000000.0	Mostly satisfied	TV idle sound	Neutral
1085	1085	031Channel_ environment and background_Noise_Background noise_Mains hum-4826896848125952.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	6286100000000000.0	Mostly satisfied	speaker hum	Very confident
1086	1086	031Channel_ environment and background_Noise_Background noise_Mains hum-4875145436987392.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1087	1087	031Channel_ environment and background_Noise_Background noise_Mains hum-4885515635523584.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1088	1088	031Channel_ environment and background_Noise_Background noise_Mains hum-4896959307448320.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5202660000000000.0			
1089	1089	031Channel_ environment and background_Noise_Background noise_Mains hum-4925198448984064.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	False	5734240000000000.0	Completely satisfied	I try to provide my best mouth sound for reference audio. Thank you very much.	Very confident
1090	1090	031Channel_ environment and background_Noise_Background noise_Mains hum-4933348686299136.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1091	1091	031Channel_ environment and background_Noise_Background noise_Mains hum-5074086174654464.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5640690000000000.0	Somewhat satisfied	microphone sound 	Neutral
1092	1092	031Channel_ environment and background_Noise_Background noise_Mains hum-5098030885765120.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	True	4832030000000000.0			
1093	1093	031Channel_ environment and background_Noise_Background noise_Mains hum-5101363511951360.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	4599770000000000.0	Somewhat satisfied	speaker noise	Neutral
1094	1094	031Channel_ environment and background_Noise_Background noise_Mains hum-5367916698533888.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	6286100000000000.0			
1095	1095	031Channel_ environment and background_Noise_Background noise_Mains hum-5459140193288192.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5168400000000000.0	Neither satisfied or dissatisfied	Woofer	Neutral
1096	1096	031Channel_ environment and background_Noise_Background noise_Mains hum-5533278308139008.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5502400000000000.0	Somewhat satisfied	speaker error sound.	Not so confident
1097	1097	031Channel_ environment and background_Noise_Background noise_Mains hum-5562088948760576.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5365990000000000.0	Somewhat satisfied	a bass sound	Confident
1098	1098	031Channel_ environment and background_Noise_Background noise_Mains hum-5653425186406400.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	6582090000000000.0			
1099	1099	031Channel_ environment and background_Noise_Background noise_Mains hum-5711832983535616.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5640690000000000.0			
1100	1100	031Channel_ environment and background_Noise_Background noise_Mains hum-5715426797420544.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	False	5178080000000000.0	Somewhat satisfied	sound artifact 	Neutral
1101	1101	031Channel_ environment and background_Noise_Background noise_Mains hum-5740347539849216.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5802340000000000.0	Somewhat satisfied	speaker turned on high volume	Confident
1102	1102	031Channel_ environment and background_Noise_Background noise_Mains hum-5758048710688768.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5202660000000000.0	Somewhat satisfied	ungrounded speaker buzz	Not so confident
1103	1103	031Channel_ environment and background_Noise_Background noise_Mains hum-5767409591910400.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	False	5748920000000000.0	Mostly satisfied	door	Very confident
1104	1104	031Channel_ environment and background_Noise_Background noise_Mains hum-6030230720348160.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	6286100000000000.0			
1105	1105	031Channel_ environment and background_Noise_Background noise_Mains hum-6033306990673920.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1106	1106	031Channel_ environment and background_Noise_Background noise_Mains hum-6041768076247040.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1107	1107	031Channel_ environment and background_Noise_Background noise_Mains hum-6062899315343360.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4599770000000000.0			
1108	1108	031Channel_ environment and background_Noise_Background noise_Mains hum-6126001511727104.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5526170000000000.0	Somewhat satisfied	tv noise	Neutral
1109	1109	031Channel_ environment and background_Noise_Background noise_Mains hum-6203636803698688.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1110	1110	031Channel_ environment and background_Noise_Background noise_Mains hum-6232748092030976.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1111	1111	031Channel_ environment and background_Noise_Background noise_Mains hum-6249256872574976.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	6286100000000000.0			
1112	1112	031Channel_ environment and background_Noise_Background noise_Mains hum-6252077592346624.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1113	1113	031Channel_ environment and background_Noise_Background noise_Mains hum-6255717577129984.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1114	1114	031Channel_ environment and background_Noise_Background noise_Mains hum-6276455826718720.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1115	1115	031Channel_ environment and background_Noise_Background noise_Mains hum-6287416046387200.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	6582090000000000.0			
1116	1116	031Channel_ environment and background_Noise_Background noise_Mains hum-6292890519076864.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1117	1117	031Channel_ environment and background_Noise_Background noise_Mains hum-6316063478251520.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	False	6582090000000000.0	Completely satisfied	vibrate 	Very confident
1118	1118	031Channel_ environment and background_Noise_Background noise_Mains hum-6316742888390656.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	False	True	4832030000000000.0	Mostly satisfied	electronic device humming	Not so confident
1119	1119	031Channel_ environment and background_Noise_Background noise_Mains hum-6392815080701952.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1120	1120	031Channel_ environment and background_Noise_Background noise_Mains hum-6396455065485312.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	6020600000000000.0	Somewhat satisfied	Speakers	Neutral
1121	1121	031Channel_ environment and background_Noise_Background noise_Mains hum-6533162800775168.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1122	1122	031Channel_ environment and background_Noise_Background noise_Mains hum-6535731459653632.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	6288440000000000.0			
1123	1123	031Channel_ environment and background_Noise_Background noise_Mains hum-6537143161716736.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	True	False	False	5648090000000000.0	Neither satisfied or dissatisfied	Static	Neutral
1124	1124	031Channel_ environment and background_Noise_Background noise_Mains hum-6559968765411328.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1125	1125	031Channel_ environment and background_Noise_Background noise_Mains hum-6572696900993024.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5365990000000000.0			
1126	1126	031Channel_ environment and background_Noise_Background noise_Mains hum-6599849684238336.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	4883480000000000.0			
1127	1127	031Channel_ environment and background_Noise_Background noise_Mains hum-6646013066477568.wav	31	Channel, environment and background	Noise	Background noise	Mains hum			031Channel_ environment and background_Noise_Background noise_Mains hum_reference.wav	False	True	False	5502400000000000.0			
1128	1128	032Channel_ environment and background_Noise_Background noise_Tape hiss-4543494504841216.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	4942930000000000.0			
1129	1129	032Channel_ environment and background_Noise_Background noise_Tape hiss-4678708665253888.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	False	False	4755000000000000.0	Somewhat satisfied	Tv signal breakout sound	Confident
1130	1130	032Channel_ environment and background_Noise_Background noise_Tape hiss-4810927354413056.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5733940000000000.0	Mostly satisfied	TV idle sound	Very confident
1131	1131	032Channel_ environment and background_Noise_Background noise_Tape hiss-4812349793894400.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	6286100000000000.0			
1132	1132	032Channel_ environment and background_Noise_Background noise_Tape hiss-5035199003885568.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5178080000000000.0	Somewhat satisfied	static	Confident
1133	1133	032Channel_ environment and background_Noise_Background noise_Tape hiss-5065178412482560.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	5488020000000000.0			
1134	1134	032Channel_ environment and background_Noise_Background noise_Tape hiss-5097900694568960.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	6286100000000000.0			
1135	1135	032Channel_ environment and background_Noise_Background noise_Tape hiss-5126972522889216.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	4599770000000000.0	Completely satisfied	static	Confident
1136	1136	032Channel_ environment and background_Noise_Background noise_Tape hiss-5131806240145408.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	6643070000000000.0	Somewhat satisfied	ocean	Not so confident
1137	1137	032Channel_ environment and background_Noise_Background noise_Tape hiss-5178434284158976.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5202660000000000.0	Mostly satisfied	static	Confident
1138	1138	032Channel_ environment and background_Noise_Background noise_Tape hiss-5364468913537024.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5488020000000000.0	Completely satisfied	it was wind	Very confident
1139	1139	032Channel_ environment and background_Noise_Background noise_Tape hiss-5449871653863424.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5648090000000000.0	Somewhat satisfied	Static	Confident
1140	1140	032Channel_ environment and background_Noise_Background noise_Tape hiss-5547168232374272.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	6020600000000000.0	Neither satisfied or dissatisfied	Rainfall	Neutral
1141	1141	032Channel_ environment and background_Noise_Background noise_Tape hiss-5648867420798976.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	5662980000000000.0			
1142	1142	032Channel_ environment and background_Noise_Background noise_Tape hiss-5659118702428160.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	6286100000000000.0			
1143	1143	032Channel_ environment and background_Noise_Background noise_Tape hiss-5665625309446144.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	4515180000000000.0	Somewhat satisfied	Waterfall	Confident
1144	1144	032Channel_ environment and background_Noise_Background noise_Tape hiss-5671321778257920.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5653160000000000.0	Somewhat satisfied	rain	Confident
1145	1145	032Channel_ environment and background_Noise_Background noise_Tape hiss-5704726691708928.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	4515180000000000.0			
1146	1146	032Channel_ environment and background_Noise_Background noise_Tape hiss-5708007778287616.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	False	True	5206670000000000.0	Somewhat satisfied	White noise	Very confident
1147	1147	032Channel_ environment and background_Noise_Background noise_Tape hiss-5716989091774464.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	4942930000000000.0	Somewhat satisfied	air	Confident
1148	1148	032Channel_ environment and background_Noise_Background noise_Tape hiss-5730827476402176.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	6286100000000000.0	Mostly satisfied	wind and rain	Very confident
1149	1149	032Channel_ environment and background_Noise_Background noise_Tape hiss-5734616174428160.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	5048140000000000.0			
1150	1150	032Channel_ environment and background_Noise_Background noise_Tape hiss-5749423074181120.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	6266740000000000.0	Mostly satisfied	white noise	Confident
1151	1151	032Channel_ environment and background_Noise_Background noise_Tape hiss-5754563613163520.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5167240000000000.0	Mostly satisfied	I just use my mouth not anything else.	Confident
1152	1152	032Channel_ environment and background_Noise_Background noise_Tape hiss-5917138057428992.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	5202660000000000.0			
1153	1153	032Channel_ environment and background_Noise_Background noise_Tape hiss-6035583323340800.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	4755000000000000.0			
1154	1154	032Channel_ environment and background_Noise_Background noise_Tape hiss-6110118185795584.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	6020600000000000.0			
1155	1155	032Channel_ environment and background_Noise_Background noise_Tape hiss-6166597005737984.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	True	5097550000000000.0			
1156	1156	032Channel_ environment and background_Noise_Background noise_Tape hiss-6198365805084672.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	6286100000000000.0			
1157	1157	032Channel_ environment and background_Noise_Background noise_Tape hiss-6220180480851968.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5168400000000000.0	Somewhat satisfied	falls	Confident
1158	1158	032Channel_ environment and background_Noise_Background noise_Tape hiss-6327271195410432.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5048140000000000.0	Somewhat satisfied	no signal sound	Confident
1159	1159	032Channel_ environment and background_Noise_Background noise_Tape hiss-6328735242387456.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	6286100000000000.0			
1160	1160	032Channel_ environment and background_Noise_Background noise_Tape hiss-6435659526963200.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	4942930000000000.0			
1161	1161	032Channel_ environment and background_Noise_Background noise_Tape hiss-6508296013873152.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	4755000000000000.0			
1162	1162	032Channel_ environment and background_Noise_Background noise_Tape hiss-6551228238528512.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5662980000000000.0	Mostly satisfied	ERROR SOUND	Neutral
1163	1163	032Channel_ environment and background_Noise_Background noise_Tape hiss-6567706148995072.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	True	False	False	5568910000000000.0	Mostly satisfied	static	Confident
1164	1164	032Channel_ environment and background_Noise_Background noise_Tape hiss-6647231763447808.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	True	False	4755000000000000.0			
1165	1165	032Channel_ environment and background_Noise_Background noise_Tape hiss-6652074339074048.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	False	True	5097550000000000.0	Completely satisfied	television static	Confident
1166	1166	032Channel_ environment and background_Noise_Background noise_Tape hiss-6664290836676608.wav	32	Channel, environment and background	Noise	Background noise	Tape hiss			032Channel_ environment and background_Noise_Background noise_Tape hiss_reference.wav	False	False	False	5417520000000000.0	Mostly satisfied	falls	Confident
1167	1167	033Channel_ environment and background_Noise_Pink noise-4646079798706176.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	6582090000000000.0			
1168	1168	033Channel_ environment and background_Noise_Pink noise-4651006126194688.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	True	False	False	5568910000000000.0	Somewhat satisfied	The beach	Confident
1169	1169	033Channel_ environment and background_Noise_Pink noise-4691420157837312.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	True	False	False	5105800000000000.0	Somewhat dissatisfied	white noise	Neutral
1170	1170	033Channel_ environment and background_Noise_Pink noise-4794278182125568.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	False	False	5119110000000000.0	Mostly satisfied	anklet	Confident
1171	1171	033Channel_ environment and background_Noise_Pink noise-4799884188188672.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	6582090000000000.0			
1172	1172	033Channel_ environment and background_Noise_Pink noise-4871854686732288.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	4883480000000000.0			
1173	1173	033Channel_ environment and background_Noise_Pink noise-5052348271427584.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	True	False	False	5952800000000000.0	Mostly dissatisfied	strong waterfall	Not so confident
1174	1174	033Channel_ environment and background_Noise_Pink noise-5060024451727360.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	True	False	False	4599770000000000.0	Completely satisfied	tv static	Neutral
1175	1175	033Channel_ environment and background_Noise_Pink noise-5087002751926272.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	6582090000000000.0			
1176	1176	033Channel_ environment and background_Noise_Pink noise-5102847960023040.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	6068830000000000.0			
1177	1177	033Channel_ environment and background_Noise_Pink noise-5127195055882240.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	6582090000000000.0			
1178	1178	033Channel_ environment and background_Noise_Pink noise-5142147984523264.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	False	True	False	4883480000000000.0			
1179	1179	033Channel_ environment and background_Noise_Pink noise-5143554317877248.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	True	False	False	5417520000000000.0	Somewhat satisfied	falls	Confident
1180	1180	033Channel_ environment and background_Noise_Pink noise-5185169329750016.wav	33	Channel, environment and background	Noise	Pink noise				033Channel_ environment and background_Noise_Pink noise_reference.wav	True	False	False	5636600000000000.0	Somewhat satisfied	Cascading waterfall	Very confident
