index,filename,new category name,old category name,username,user_url,file_url,ID
,61605__andune__schnauf.wav,017Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse),018Animal_Livestock_ farm animals_ working animals_Horse_Snort (horse),andune,https://freesound.org/people/andune,https://freesound.org/people/andune/sounds/61605,61605
,221675__nebulousflynn__farmyard-sounds-pig-sheep-donkey-ducks-chickens.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,nebulousflynn,https://freesound.org/people/nebulousflynn,https://freesound.org/people/nebulousflynn/sounds/221675,221675
,233157__jarredgibb__pig-snort-3-96khz.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,jarredgibb,https://freesound.org/people/jarredgibb,https://freesound.org/people/jarredgibb/sounds/233157,233157
,233158__jarredgibb__pig-snort-9-96khz.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,jarredgibb,https://freesound.org/people/jarredgibb,https://freesound.org/people/jarredgibb/sounds/233158,233158
,233179__jarredgibb__pig-multiple-snorts-6-2-pigs-96khz1.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,jarredgibb,https://freesound.org/people/jarredgibb,https://freesound.org/people/jarredgibb/sounds/233179,233179
,233182__jarredgibb__pig-multiple-snorts-3-2-pigs-96khz.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,jarredgibb,https://freesound.org/people/jarredgibb,https://freesound.org/people/jarredgibb/sounds/233182,233182
,233183__jarredgibb__pig-multiple-snorts-2-2-pigs-96khz.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,jarredgibb,https://freesound.org/people/jarredgibb,https://freesound.org/people/jarredgibb/sounds/233183,233183
,327842__heisz50__state-fair-pig.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,heisz50,https://freesound.org/people/heisz50,https://freesound.org/people/heisz50/sounds/327842,327842
,365135__gibarroule__big-pig-loud-oink.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,gibarroule,https://freesound.org/people/gibarroule,https://freesound.org/people/gibarroule/sounds/365135,365135
,76796__robinhood76__01161-boar-oink-3.wav,018Animal_Livestock_ farm animals_ working animals_Pig_Oink,019Animal_Livestock_ farm animals_ working animals_Pig_Oink,robinhood76,https://freesound.org/people/robinhood76,https://freesound.org/people/robinhood76/sounds/76796,76796
,140210__autistic-lucario__flapping-sound.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,autistic lucario,https://freesound.org/people/Autistic%20Lucario,https://freesound.org/people/Autistic%20Lucario/sounds/140210/,140210
,19295__martian__wing-flaps-layered.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,martian,https://freesound.org/people/martian,https://freesound.org/people/martian/sounds/19295,19295
,240476__godowan__wings.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,godowan,https://freesound.org/people/godowan,https://freesound.org/people/godowan/sounds/240476,240476
,330966__adam-n__bird-flap-b-01.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,adam_n,https://freesound.org/people/adam_n,https://freesound.org/people/adam_n/sounds/330966,330966
,365485__shanaygroen__bird-in-cage-flapping-wings.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,shanaygroen,https://freesound.org/people/shanaygroen,https://freesound.org/people/shanaygroen/sounds/365485,365485
,381954__bbrocer__flapping-foley.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,bbrocer,https://freesound.org/people/bbrocer,https://freesound.org/people/bbrocer/sounds/381954,381954
,95833__cmusounddesign__rg-birds-fly 1.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,cmusounddesign,https://freesound.org/people/cmusounddesign,https://freesound.org/people/cmusounddesign/sounds/95833,95833
,98303__bruceosonhadordeverdade__flapping-bird_2.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,bruceosonhadordeverdade,https://freesound.org/people/bruceosonhadordeverdade,https://freesound.org/people/bruceosonhadordeverdade/sounds/98303,98303
,98303__bruceosonhadordeverdade__flapping-bird_3.wav,019Animal_Wild animals_Bird_Bird flight_ flapping wings,020Animal_Wild animals_Bird_Bird flight_ flapping wings,bruceosonhadordeverdade,https://freesound.org/people/bruceosonhadordeverdade,https://freesound.org/people/bruceosonhadordeverdade/sounds/98303,98303
,250794__arseniiv__bird-1.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,arseniiv,https://freesound.org/people/arseniiv,https://freesound.org/people/arseniiv/sounds/250794,250794
,264482__aglinder__aviary-birds-011.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,aglinder,https://freesound.org/people/aglinder,https://freesound.org/people/aglinder/sounds/264482,264482
,32651__unclesigmund__bird 1.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,unclesigmund,https://freesound.org/people/unclesigmund,https://freesound.org/people/unclesigmund/sounds/32651,32651
,330325__maycuddlepie__tweets1.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,maycuddlepie,https://freesound.org/people/maycuddlepie,https://freesound.org/people/maycuddlepie/sounds/330325,330325
,339326__inspectorj__bird-whistling-a.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,inspectorj,https://freesound.org/people/inspectorj,https://freesound.org/people/inspectorj/sounds/339326,339326
,364663__jmiddlesworth__bird-call-in-spring 1.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,jmiddlesworth,https://freesound.org/people/jmiddlesworth,https://freesound.org/people/jmiddlesworth/sounds/364663,364663
,386732__ken788__birds-tweeting 1.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,ken788,https://freesound.org/people/ken788,https://freesound.org/people/ken788/sounds/386732,386732
,74825__robinhood76__01099-tweeting-bird-1.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,robinhood76,https://freesound.org/people/robinhood76,https://freesound.org/people/robinhood76/sounds/74825,74825
,9327__tigersound__bird-tweet-4.wav,020Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,021Animal_Wild animals_Bird_Bird vocalization_ bird call_ bird song_Chirp_ tweet,tigersound,https://freesound.org/people/tigersound,https://freesound.org/people/tigersound/sounds/9327,9327
,108766__soundbytez__crows.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,soundbytez,https://freesound.org/people/soundbytez,https://freesound.org/people/soundbytez/sounds/108766,108766
,117293__bansemer__birds-crow-song-birds 1.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,bansemer,https://freesound.org/people/bansemer,https://freesound.org/people/bansemer/sounds/117293,117293
,124925__inchadney__crow.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,inchadney,https://freesound.org/people/inchadney,https://freesound.org/people/inchadney/sounds/124925,124925
,138344__unclesigmund__crow 1.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,unclesigmund,https://freesound.org/people/unclesigmund,https://freesound.org/people/unclesigmund/sounds/138344,138344
,261325__vlatkoblazek__crows.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,vlatkoblazek,https://freesound.org/people/vlatkoblazek,https://freesound.org/people/vlatkoblazek/sounds/261325,261325
,386768__ken788__crows1.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,ken788,https://freesound.org/people/ken788,https://freesound.org/people/ken788/sounds/386768,386768
,54973__davidworksonline__crow1.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,davidworksonline,https://freesound.org/people/davidworksonline,https://freesound.org/people/davidworksonline/sounds/54973,54973
,56234__q-k__crows-02.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,Q.K.,https://freesound.org/people/Q.K.,https://freesound.org/people/Q.K./sounds/56234/,56234
,9874__vixuxx__crow.wav,021Animal_Wild animals_Bird_Crow_Caw,022Animal_Wild animals_Bird_Crow_Caw,vixuxx,https://freesound.org/people/vixuxx,https://freesound.org/people/vixuxx/sounds/9874,9874
,202917__sean-townsend__tawny-owl-male 1.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,sean.townsend,https://freesound.org/people/sean.townsend,https://freesound.org/people/sean.townsend/sounds/202917/,202917
,353173__ivolipa__screech-owl.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,ivolipa,https://freesound.org/people/ivolipa,https://freesound.org/people/ivolipa/sounds/353173,353173
,361899__andrewjonesfoto__owl1.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,andrewjonesfoto,https://freesound.org/people/andrewjonesfoto,https://freesound.org/people/andrewjonesfoto/sounds/361899,361899
,385097__freemaster2__owl-hoot.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,freemaster2,https://freesound.org/people/freemaster2,https://freesound.org/people/freemaster2/sounds/385097,385097
,54987__manda-g__owls.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,manda_g,https://freesound.org/people/manda_g,https://freesound.org/people/manda_g/sounds/54987,54987
,64544__benboncan__tawny-owls-1 1.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,benboncan,https://freesound.org/people/benboncan,https://freesound.org/people/benboncan/sounds/64544,64544
,64544__benboncan__tawny-owls-2 1.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,benboncan,https://freesound.org/people/benboncan,https://freesound.org/people/benboncan/sounds/64544,64544
,92639__cgeffex__hoot-owl.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,cgeffex,https://freesound.org/people/cgeffex,https://freesound.org/people/cgeffex/sounds/92639,92639
,92640__cgeffex__hoot-owl2.wav,022Animal_Wild animals_Bird_Owl_Hoot,023Animal_Wild animals_Bird_Owl_Hoot,cgeffex,https://freesound.org/people/cgeffex,https://freesound.org/people/cgeffex/sounds/92640,92640
,18049__dobroide__20060402-pigeon1.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/18049,18049
,20472__acclivity__woodpigeonnr1.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,acclivity,https://freesound.org/people/acclivity,https://freesound.org/people/acclivity/sounds/20472,20472
,20472__acclivity__woodpigeonnr2.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,acclivity,https://freesound.org/people/acclivity,https://freesound.org/people/acclivity/sounds/20472,20472
,232608__timbre__remix-of-13570-acclivity-collareddove1 1.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,timbre,https://freesound.org/people/timbre,https://freesound.org/people/timbre/sounds/232608,232608
,232608__timbre__remix-of-13570-acclivity-collareddove2.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,timbre,https://freesound.org/people/timbre,https://freesound.org/people/timbre/sounds/232608,232608
,24972__dobroide__20061105-pigeon1 1.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/24972,24972
,24972__dobroide__20061105-pigeon2 1.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/24972,24972
,319512__squashy555__pigeon2.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,squashy555,https://freesound.org/people/squashy555,https://freesound.org/people/squashy555/sounds/319512,319512
,45922__dobroide__20071229-cooing 1.wav,023Animal_Wild animals_Bird_Pigeon_ dove_Coo,024Animal_Wild animals_Bird_Pigeon_ dove_Coo,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/45922,45922
,102908__e330__frog-in-the-tropical-garden.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,e330,https://freesound.org/people/e330,https://freesound.org/people/e330/sounds/102908,102908
,189795__magixmusic__frogs-forever 1.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,magixmusic,https://freesound.org/people/magixmusic,https://freesound.org/people/magixmusic/sounds/189795,189795
,326648__150128__bull-frog 1.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,150128,https://freesound.org/people/150128,https://freesound.org/people/150128/sounds/326648,326648
,32852__dobroide__20070325-croak-01 1.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/32852,32852
,354132__betterchinese__frog-croaking-sound-effect.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,betterchinese,https://freesound.org/people/betterchinese,https://freesound.org/people/betterchinese/sounds/354132,354132
,391520__kamix0__frogs-croaking.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,kamix0,https://freesound.org/people/kamix0,https://freesound.org/people/kamix0/sounds/391520,391520
,67261__benboncan__frog-croaking 1.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,benboncan,https://freesound.org/people/benboncan,https://freesound.org/people/benboncan/sounds/67261,67261
,99644__juskiddink__frogs1 1.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,juskiddink,https://freesound.org/people/juskiddink,https://freesound.org/people/juskiddink/sounds/99644,99644
,99644__juskiddink__frogs2 1.wav,024Animal_Wild animals_Frog_Croak,025Animal_Wild animals_Frog_Croak,juskiddink,https://freesound.org/people/juskiddink,https://freesound.org/people/juskiddink/sounds/99644,99644
,102562__earthsounds__bee-buzz.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,earthsounds,https://freesound.org/people/eart,https://freesound.org/people/earthsounds/sounds/102562,102562
,120649__dobroide__20110505-solitary-bee.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/120649,120649
,194932__soundmary__bee-fly.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,soundmary,https://freesound.org/people/soundmary,https://freesound.org/people/soundmary/sounds/194932,194932
,21681__eartrumpet__bees.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,eartrumpet,https://freesound.org/people/eartrumpet,https://freesound.org/people/eartrumpet/sounds/21681,21681
,353198__pillonoise__bees-a-lot-of-them 1.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,pillonoise,https://freesound.org/people/pillonoise,https://freesound.org/people/pillonoise/sounds/353198,353198
,48397__dobroide__20080206-rbd-bees-02 1.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/48397,48397
,95817__dobroide__20100424-bee.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/95817,95817
,99955__cgeffex__bumble-bee-long 1.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,cgeffex,https://freesound.org/people/cgeffex,https://freesound.org/people/cgeffex/sounds/99955,99955
,99956__cgeffex__bumble-bee-short.wav,025Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,026Animal_Wild animals_Insect_Bee_ wasp_ etc_Buzz,cgeffex,https://freesound.org/people/cgeffex,https://freesound.org/people/cgeffex/sounds/99956,99956
,164485__adam-n__cricket-2.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,adam_n,https://freesound.org/people/adam_n,https://freesound.org/people/adam_n/sounds/164485,164485
,180254__bspiller5__noisy-cricket 1.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,bspiller5,https://freesound.org/people/bspiller5,https://freesound.org/people/bspiller5/sounds/180254,180254
,250355__rucisko__crickets.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,rucisko,https://freesound.org/people/rucisko,https://freesound.org/people/rucisko/sounds/250355,250355
,317472__exomene__cricket.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,Exoméne,https://freesound.org/people/Exom%C3%A8ne,https://freesound.org/people/Exom%C3%A8ne/sounds/317472/,317472
,337435__ev-dawg__cricket.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,EV-Dawg,https://freesound.org/people/Ev-Dawg,https://freesound.org/people/Ev-Dawg/sounds/337435/,337435
,352514__inspectorj__ambience-night-wildlife-a 1.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,inspectorj,https://freesound.org/people/inspectorj,https://freesound.org/people/inspectorj/sounds/352514,352514
,365075__justiiiiin__crickets.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,justiiiiin,https://freesound.org/people/justiiiiin,https://freesound.org/people/justiiiiin/sounds/365075,365075
,393389__funkapache__cricket.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,funkapache,https://freesound.org/people/funkapache,https://freesound.org/people/funkapache/sounds/393389,393389
,77034__cs272__cricket-1 1.wav,026Animal_Wild animals_Insect_Cricket,027Animal_Wild animals_Insect_Cricket,cs272,https://freesound.org/people/cs272,https://freesound.org/people/cs272/sounds/77034,77034
,20306__dobroide__20060628-mosquito03.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/20306,20306
,244683__ylearkisto__hyttyset-inisevat-mosquitoes-whining 1.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,ylearkisto,https://freesound.org/people/ylearkisto,https://freesound.org/people/ylearkisto/sounds/244683,244683
,345773__forgo__mosquitoes-in-small-wooden-sauna-room 1.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,forgo,https://freesound.org/people/forgo,https://freesound.org/people/forgo/sounds/345773,345773
,368781__kokopetiyot__mosquito-2.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,kokopetiyot,https://freesound.org/people/kokopetiyot,https://freesound.org/people/kokopetiyot/sounds/368781,368781
,368781__kokopetiyot__mosquito.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,kokopetiyot,https://freesound.org/people/kokopetiyot,https://freesound.org/people/kokopetiyot/sounds/368781,368781
,36926__dobroide__20070628-mosquito.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/36926,36926
,74942__dobroide__20090628-mosquito-02.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/74942,74942
,9021__wim__prayingmosquito01 q.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,wim,https://freesound.org/people/wim,https://freesound.org/people/wim/sounds/9021,9021
,98648__dobroide__20100606-mosquito.wav,027Animal_Wild animals_Insect_Mosquito,028Animal_Wild animals_Insect_Mosquito,dobroide,https://freesound.org/people/dobroide,https://freesound.org/people/dobroide/sounds/98648,98648
,149190__videog__tiger-roar.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,videog,https://freesound.org/people/videog,https://freesound.org/people/videog/sounds/149190,149190
,263115__lauramellis__tiger-roar.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,lauramellis,https://freesound.org/people/lauramellis,https://freesound.org/people/lauramellis/sounds/263115,263115
,347258__jeremywen__tiger-roards-at-zoo-edit.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,jeremywen,https://freesound.org/people/jeremywen,https://freesound.org/people/jeremywen/sounds/347258,347258
,69570__bidone__lion-loud 1.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,bidone,https://freesound.org/people/bidone,https://freesound.org/people/bidone/sounds/69570,69570
,69571__bidone__lions-two 1.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,bidone,https://freesound.org/people/bidone,https://freesound.org/people/bidone/sounds/69571,69571
,69571__bidone__lions-two.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,bidone,https://freesound.org/people/bidone,https://freesound.org/people/bidone/sounds/69571,69571
,69572__bidone__lion-roaring 1.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,bidone,https://freesound.org/people/bidone,https://freesound.org/people/bidone/sounds/69572,69572
,97380__soundbytez__african-lion1.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,soundbytez,https://freesound.org/people/soundbytez,https://freesound.org/people/soundbytez/sounds/97380,97380
,97380__soundbytez__african-lion2.wav,028Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,029Animal_Wild animals_Roaring cats (lions_ tigers)_Roar,soundbytez,https://freesound.org/people/soundbytez,https://freesound.org/people/soundbytez/sounds/97380,97380
,143125__zabuhailo__ratsqueak.wav,029Animal_Wild animals_Rodents_ rats_ mice_Mouse___3Samples,030Animal_Wild animals_Rodents_ rats_ mice_Mouse___3Samples,zabuhailo,https://freesound.org/people/zabuhailo,https://freesound.org/people/zabuhailo/sounds/143125,143125
,217767__reitanna__ratty-squeaks.wav,029Animal_Wild animals_Rodents_ rats_ mice_Mouse___3Samples,030Animal_Wild animals_Rodents_ rats_ mice_Mouse___3Samples,reitanna,https://freesound.org/people/reitanna,https://freesound.org/people/reitanna/sounds/217767,217767
,268580__7h3-lark__rattle-snake2.wav,030Animal_Wild animals_Snake_Rattle,031Animal_Wild animals_Snake_Rattle,7h3_lark,https://freesound.org/people/7h3_lark,https://freesound.org/people/7h3_lark/sounds/268580,268580
,268580__7h3-lark__rattle-snake3.wav,030Animal_Wild animals_Snake_Rattle,031Animal_Wild animals_Snake_Rattle,7h3_lark,https://freesound.org/people/7h3_lark,https://freesound.org/people/7h3_lark/sounds/268580,268580
,268580__7h3-lark__rattle-snake4.wav,030Animal_Wild animals_Snake_Rattle,031Animal_Wild animals_Snake_Rattle,7h3_lark,https://freesound.org/people/7h3_lark,https://freesound.org/people/7h3_lark/sounds/268580,268580
,268580__7h3-lark__rattle-snake5.wav,030Animal_Wild animals_Snake_Rattle,031Animal_Wild animals_Snake_Rattle,7h3_lark,https://freesound.org/people/7h3_lark,https://freesound.org/people/7h3_lark/sounds/268580,268580
,268580__7h3-lark__rattle-snake6.wav,030Animal_Wild animals_Snake_Rattle,031Animal_Wild animals_Snake_Rattle,7h3_lark,https://freesound.org/people/7h3_lark,https://freesound.org/people/7h3_lark/sounds/268580,268580
,268580__7h3-lark__rattle-snake7.wav,030Animal_Wild animals_Snake_Rattle,031Animal_Wild animals_Snake_Rattle,7h3_lark,https://freesound.org/people/7h3_lark,https://freesound.org/people/7h3_lark/sounds/268580,268580
,107216__keithpeter__birmingham-botanical-gardens-mains-hum-from-tannoy.wav,031Channel_ environment and background_Noise_Background noise_Mains hum,032Channel_ environment and background_Noise_Background noise_Mains hum,keithpeter,https://freesound.org/people/keithpeter,https://freesound.org/people/keithpeter/sounds/107216,107216
,182330__simplen00b__light-hum102-2.wav,031Channel_ environment and background_Noise_Background noise_Mains hum,032Channel_ environment and background_Noise_Background noise_Mains hum,simplen00b,https://freesound.org/people/simplen00b,https://freesound.org/people/simplen00b/sounds/182330,182330
,182330__simplen00b__light-hum102.wav,031Channel_ environment and background_Noise_Background noise_Mains hum,032Channel_ environment and background_Noise_Background noise_Mains hum,simplen00b,https://freesound.org/people/simplen00b,https://freesound.org/people/simplen00b/sounds/182330,182330
,184569__mrauralization__electric-buzz.wav,031Channel_ environment and background_Noise_Background noise_Mains hum,032Channel_ environment and background_Noise_Background noise_Mains hum,mrauralization,https://freesound.org/people/mrauralization,https://freesound.org/people/mrauralization/sounds/184569,184569
