,filename,user,user_url,file_url
176,176Sounds of things_Domestic sounds_ home sounds_Door_Knock_reference.wav,chevy1976,https://freesound.org/people/chevy1976/,https://freesound.org/people/chevy1976/sounds/338299/
177,177Sounds of things_Domestic sounds_ home sounds_Door_Slam_reference.wav,altfuture,https://freesound.org/people/altfuture/,https://freesound.org/people/altfuture/sounds/174643/
178,178Sounds of things_Domestic sounds_ home sounds_Door_Sliding door_reference.wav,SwagMuffinPlus,https://freesound.org/people/SwagMuffinPlus/,https://freesound.org/people/SwagMuffinPlus/sounds/176146/
179,179Sounds of things_Domestic sounds_ home sounds_Door_Squeak_reference.wav,joedeshon,https://freesound.org/people/joedeshon/,https://freesound.org/people/joedeshon/sounds/339184/
180,180Sounds of things_Domestic sounds_ home sounds_Drawer open or close_reference.wav,visualasylum,https://freesound.org/people/visualasylum/,https://freesound.org/people/visualasylum/sounds/329785/
181,181Sounds of things_Domestic sounds_ home sounds_Electric shaver_ electric razor_reference.wav,pawsound,https://freesound.org/people/pawsound/,https://freesound.org/people/pawsound/sounds/154844/
182,182Sounds of things_Domestic sounds_ home sounds_Frying (food)_reference.wav,Hannebu,https://freesound.org/people/Hannebu/,https://freesound.org/people/Hannebu/sounds/194806/
183,183Sounds of things_Domestic sounds_ home sounds_Hair dryer_reference.wav,Tomlija,https://freesound.org/people/Tomlija/,https://freesound.org/people/Tomlija/sounds/98342/
184,184Sounds of things_Domestic sounds_ home sounds_Keys jangling_reference.wav,vmgraw,https://freesound.org/people/vmgraw/,https://freesound.org/people/vmgraw/sounds/235614/
185,185Sounds of things_Domestic sounds_ home sounds_Microwave oven_reference.wav,Oddworld,https://freesound.org/people/Oddworld/,https://freesound.org/people/Oddworld/sounds/171252/
186,186Sounds of things_Domestic sounds_ home sounds_Packing tape_ duct tape_reference.wav,Kodack,https://freesound.org/people/Kodack/,https://freesound.org/people/Kodack/sounds/256307/
187,187Sounds of things_Domestic sounds_ home sounds_Scissors_reference.wav,Swoboman87,https://freesound.org/people/Swoboman87/,https://freesound.org/people/Swoboman87/sounds/108453/
188,188Sounds of things_Domestic sounds_ home sounds_Shuffling cards_reference.wav,deathpie,https://freesound.org/people/deathpie/,https://freesound.org/people/deathpie/sounds/19245/
189,189Sounds of things_Domestic sounds_ home sounds_Sink (filling or washing)_reference.wav,Megaman-X-stream,https://freesound.org/people/Mega-X-stream/,https://freesound.org/people/Mega-X-stream/sounds/351927/
190,190Sounds of things_Domestic sounds_ home sounds_Toilet flush_reference.wav,Huminaatio,https://freesound.org/people/Huminaatio/,https://freesound.org/people/Huminaatio/sounds/331897/
191,191Sounds of things_Domestic sounds_ home sounds_Toothbrush_Electric toothbrush_reference.wav,nicStage,https://freesound.org/people/nicStage/,https://freesound.org/people/nicStage/sounds/64454/
192,192Sounds of things_Domestic sounds_ home sounds_Typing_Computer keyboard_reference.wav,EmmaB19,https://freesound.org/people/EmmaB19/,https://freesound.org/people/EmmaB19/sounds/367177/
193,193Sounds of things_Domestic sounds_ home sounds_Typing_Typewriter_reference.wav,WillBurdette,https://freesound.org/people/WillBurdette/,https://freesound.org/people/WillBurdette/sounds/100897/
194,194Sounds of things_Domestic sounds_ home sounds_Vacuum cleaner_reference.wav,bjornredtail,https://freesound.org/people/bjornredtail/,https://freesound.org/people/bjornredtail/sounds/16844/
195,195Sounds of things_Domestic sounds_ home sounds_Velcro_ hook and loop fastener_reference.wav,CassieTee,https://freesound.org/people/CassieTee/,https://freesound.org/people/CassieTee/sounds/231634/
196,196Sounds of things_Domestic sounds_ home sounds_Water tap_ faucet_reference.wav,vmgraw,https://freesound.org/people/vmgraw/,https://freesound.org/people/vmgraw/sounds/235624/
197,197Sounds of things_Domestic sounds_ home sounds_Writing_reference.wav,stijn,https://freesound.org/people/stijn/,https://freesound.org/people/stijn/sounds/43673/
198,198Sounds of things_Domestic sounds_ home sounds_Zipper (clothing)_reference.wav,passAirmangrace,https://freesound.org/people/passAirmangrace/,https://freesound.org/people/passAirmangrace/sounds/340860/
199,199Sounds of things_Engine_Accelerating_ revving_ vroom_reference.wav,biholao,https://freesound.org/people/biholao/,https://freesound.org/people/biholao/sounds/370277/
200,200Sounds of things_Engine_Engine starting_reference.wav,escortmarius,https://freesound.org/people/escortmarius/,https://freesound.org/people/escortmarius/sounds/141533/
201,201Sounds of things_Engine_Idling_reference.wav,Imbubec,https://freesound.org/people/lmbubec/,https://freesound.org/people/lmbubec/sounds/119449/
202,202Sounds of things_Engine_Jet engine_reference.wav,minian89,https://freesound.org/people/minian89/,https://freesound.org/people/minian89/sounds/152540/
203,203Sounds of things_Engine_Light engine (high frequency)_Chainsaw_reference.wav,ivolipa,https://freesound.org/people/ivolipa/,https://freesound.org/people/ivolipa/sounds/345995/
204,204Sounds of things_Engine_Light engine (high frequency)_Dental drill_ dentist_s drill_reference.wav,acclivity,https://freesound.org/people/acclivity/,https://freesound.org/people/acclivity/sounds/55020/
205,205Sounds of things_Engine_Light engine (high frequency)_Lawn mower_reference.wav,squashy555,https://freesound.org/people/squashy555/,https://freesound.org/people/squashy555/sounds/274296/
206,206Sounds of things_Engine_Medium engine (mid frequency)_reference.wav,leiki,https://freesound.org/people/leiki/,https://freesound.org/people/leiki/sounds/7722/
207,207Sounds of things_Explosion_Boom_Sonic boom_reference.wav,qubodup,https://freesound.org/people/qubodup/,https://freesound.org/people/qubodup/sounds/182050/
208,208Sounds of things_Explosion_Burst_ pop_reference.wav,Gniffelbaf,https://freesound.org/people/Gniffelbaf/,https://freesound.org/people/Gniffelbaf/sounds/82109/
209,209Sounds of things_Explosion_Eruption_reference.wav,Hendrik,https://freesound.org/people/Hendrik/,https://freesound.org/people/Hendrik/sounds/176589/
210,210Sounds of things_Explosion_Fireworks_Firecracker_reference.wav,InspectorJ,https://freesound.org/people/InspectorJ/,https://freesound.org/people/InspectorJ/sounds/328864/
211,211Sounds of things_Explosion_Gunshot_ gunfire_Artillery fire_reference.wav,qubodup,https://freesound.org/people/qubodup/,https://freesound.org/people/qubodup/sounds/187767/
212,212Sounds of things_Explosion_Gunshot_ gunfire_Cap gun_reference.wav,NoiseCollector,https://freesound.org/people/NoiseCollector/,https://freesound.org/people/NoiseCollector/sounds/126813/
213,213Sounds of things_Explosion_Gunshot_ gunfire_Fusillade_reference.wav,Julien Nicolas,https://freesound.org/people/Julien%20Nicolas/,https://freesound.org/people/Julien%20Nicolas/sounds/133796/
214,214Sounds of things_Explosion_Gunshot_ gunfire_Machine gun_reference.wav,qubodup,https://freesound.org/people/qubodup/,https://freesound.org/people/qubodup/sounds/67578/
215,215Sounds of things_Glass_Chink_ clink_reference.wav,Sevin7,https://freesound.org/people/Sevin7/,https://freesound.org/people/Sevin7/sounds/341068/
216,216Sounds of things_Glass_Shatter_reference.wav,InspectorJ,https://freesound.org/people/InspectorJ/,https://freesound.org/people/InspectorJ/sounds/344266/
217,217Sounds of things_Liquid_Boiling_reference.wav,harrybates01,https://freesound.org/people/harrybates01/,https://freesound.org/people/harrybates01/sounds/242877/
218,218Sounds of things_Liquid_Drip_reference.wav,syrinscape,https://freesound.org/people/syrinscape/,https://freesound.org/people/syrinscape/sounds/207570/
219,219Sounds of things_Liquid_Fill (with liquid)_reference.wav,junkfood2121,https://freesound.org/people/junkfood2121/,https://freesound.org/people/junkfood2121/sounds/220283/
220,220Sounds of things_Liquid_Pour_Gush_reference.wav,jakobthiesen,https://freesound.org/people/jakobthiesen/,https://freesound.org/people/jakobthiesen/sounds/100498/
221,221Sounds of things_Liquid_Pour_Trickle_ dribble_reference.wav,sangtao,https://freesound.org/people/sangtao/,https://freesound.org/people/sangtao/sounds/189669/
222,222Sounds of things_Liquid_Pump (liquid)_reference.wav,RG_Campus,https://freesound.org/people/RG_Campus/,https://freesound.org/people/RG_Campus/sounds/393322/
223,223Sounds of things_Liquid_Splash_ splatter_Slosh_reference.wav,InspectorJ,https://freesound.org/people/InspectorJ/,https://freesound.org/people/InspectorJ/sounds/352099/
224,224Sounds of things_Liquid_Spray_reference.wav,OwlStorm,https://freesound.org/people/OwlStorm/,https://freesound.org/people/OwlStorm/sounds/212178/
225,225Sounds of things_Liquid_Squish_reference.wav,MWLANDI,https://freesound.org/people/MWLANDI/,https://freesound.org/people/MWLANDI/sounds/85856/
226,226Sounds of things_Liquid_Stir_reference.wav,jc144940,https://freesound.org/people/jc144940/,https://freesound.org/people/jc144940/sounds/178730/
227,227Sounds of things_Mechanisms_Air conditioning_reference.wav,zolopher,https://freesound.org/people/zolopher/,https://freesound.org/people/zolopher/sounds/73524/
228,228Sounds of things_Mechanisms_Camera_Single-lens reflex camera_reference.wav,uEffects,https://freesound.org/people/uEffects/,https://freesound.org/people/uEffects/sounds/207865/
229,229Sounds of things_Mechanisms_Cash register_reference.wav,kiddpark,https://freesound.org/people/kiddpark/,https://freesound.org/people/kiddpark/sounds/201159/
230,230Sounds of things_Mechanisms_Clock_Tick_reference.wav,joedeshon,https://freesound.org/people/joedeshon/,https://freesound.org/people/joedeshon/sounds/78563/
231,231Sounds of things_Mechanisms_Clock_Tick-tock_reference.wav,Pogotron,https://freesound.org/people/Pogotron/,https://freesound.org/people/Pogotron/sounds/60811/
232,232Sounds of things_Mechanisms_Gears_reference.wav,Vurca,https://freesound.org/people/Vurca/,https://freesound.org/people/Vurca/sounds/315753/
233,233Sounds of things_Mechanisms_Mechanical fan_reference.wav,Cambra,https://freesound.org/people/Cambra/,https://freesound.org/people/Cambra/sounds/102710/
234,234Sounds of things_Mechanisms_Printer_reference.wav,ArcLegend05,https://freesound.org/people/ArcLegend05/,https://freesound.org/people/ArcLegend05/sounds/118066/
235,235Sounds of things_Mechanisms_Pulleys_reference.wav,FreqMan,https://freesound.org/people/FreqMan/,https://freesound.org/people/FreqMan/sounds/40556/
236,236Sounds of things_Mechanisms_Ratchet_ pawl_reference.wav,theshaggyfreak,https://freesound.org/people/theshaggyfreak/,https://freesound.org/people/theshaggyfreak/sounds/294438/
237,237Sounds of things_Mechanisms_Sewing machine_reference.wav,j1987,https://freesound.org/people/j1987/,https://freesound.org/people/j1987/sounds/72674/
238,238Sounds of things_Miscellaneous sources_Arrow_Thump_ thud_Clunk_reference.wav,Robinhood76,https://freesound.org/people/Robinhood76/,https://freesound.org/people/Robinhood76/sounds/126464/
239,239Sounds of things_Miscellaneous sources_Duck call (hunting tool)_reference.wav,Jonnyhoff91,https://freesound.org/people/Jonnyhoff91/,https://freesound.org/people/Jonnyhoff91/sounds/187261/
240,240Sounds of things_Miscellaneous sources_Sonar_reference.wav,DigiSample,https://freesound.org/people/DigiSample/,https://freesound.org/people/DigiSample/sounds/210873/
241,241Sounds of things_Specific impact sounds_Basketball bounce_reference.wav,Cribbler,https://freesound.org/people/Cribbler/,https://freesound.org/people/Cribbler/sounds/396308/
242,242Sounds of things_Tools_Filing (rasp)_reference.wav,aerror,https://freesound.org/people/aerror/,https://freesound.org/people/aerror/sounds/328763/
243,243Sounds of things_Tools_Hammer_reference.wav,Dvideoguy,https://freesound.org/people/Dvideoguy/,https://freesound.org/people/Dvideoguy/sounds/207782/
244,244Sounds of things_Tools_Jackhammer_reference.wav,ignotus,https://freesound.org/people/ignotus/,https://freesound.org/people/ignotus/sounds/14772/
245,245Sounds of things_Tools_Power tool_Drill_Dental drill_ dentist_s drill_reference.wav,LuannWepener,https://freesound.org/people/LuannWepener/,https://freesound.org/people/LuannWepener/sounds/326102/
246,246Sounds of things_Tools_Sanding_reference.wav,1san,https://freesound.org/people/1san/,https://freesound.org/people/1san/sounds/366727/
247,247Sounds of things_Tools_Sawing_reference.wav,deleted_user_7146007,https://freesound.org/people/deleted_user_7146007/,https://freesound.org/people/deleted_user_7146007/sounds/383725/
248,248Sounds of things_Vehicle_Aircraft_Aircraft engine_Propeller_ airscrew_reference.wav,JillianCallahan,https://freesound.org/people/JillianCallahan/,https://freesound.org/people/JillianCallahan/sounds/12812/
249,249Sounds of things_Vehicle_Aircraft_Fixed-wing aircraft_ airplane_reference.wav,Aiyumi,https://freesound.org/people/Aiyumi/,https://freesound.org/people/Aiyumi/sounds/341113/
250,250Sounds of things_Vehicle_Aircraft_Helicopter_reference.wav,Akc1231,https://freesound.org/people/Akc1231/,https://freesound.org/people/Akc1231/sounds/340802/
251,251Sounds of things_Vehicle_Boat_ Water vehicle_Motorboat_ speedboat_reference.wav,fkunze,https://freesound.org/people/fkunze/,https://freesound.org/people/fkunze/sounds/249843/
252,252Sounds of things_Vehicle_Boat_ Water vehicle_Rowboat_ canoe_ kayak_reference.wav,YleArkisto,https://freesound.org/people/YleArkisto/,https://freesound.org/people/YleArkisto/sounds/251518/
253,253Sounds of things_Vehicle_Boat_ Water vehicle_Sailboat_ sailing ship_reference.wav,YleArkisto,https://freesound.org/people/YleArkisto/,https://freesound.org/people/YleArkisto/sounds/342745/
254,254Sounds of things_Vehicle_Boat_ Water vehicle_Ship_reference.wav,zaem,https://freesound.org/people/zaem/,https://freesound.org/people/zaem/sounds/232437/
255,255Sounds of things_Vehicle_Motor vehicle (road)_Bus_reference.wav,stereodivo,https://freesound.org/people/stereodivo/,https://freesound.org/people/stereodivo/sounds/101823/
256,256Sounds of things_Vehicle_Motor vehicle (road)_Car_Car alarm_reference.wav,Kinoton,https://freesound.org/people/Kinoton/,https://freesound.org/people/Kinoton/sounds/383219/
257,257Sounds of things_Vehicle_Motor vehicle (road)_Car_Car passing by_reference.wav,audio_stock,https://freesound.org/people/audio_stock/,https://freesound.org/people/audio_stock/sounds/377003/
258,258Sounds of things_Vehicle_Motor vehicle (road)_Car_Power windows_ electric windows_reference.wav,theshaggyfreak,https://freesound.org/people/theshaggyfreak/,https://freesound.org/people/theshaggyfreak/sounds/276274/
259,259Sounds of things_Vehicle_Motor vehicle (road)_Car_Race car_ auto racing_reference.wav,rfhache,https://freesound.org/people/rfhache/,https://freesound.org/people/rfhache/sounds/63105/
260,260Sounds of things_Vehicle_Motor vehicle (road)_Car_Skidding_reference.wav,audible-edge,https://freesound.org/people/audible-edge/,https://freesound.org/people/audible-edge/sounds/76804/
261,261Sounds of things_Vehicle_Motor vehicle (road)_Car_Vehicle horn_ car horn_ honking_Toot_reference.wav,qubodup,https://freesound.org/people/qubodup/,https://freesound.org/people/qubodup/sounds/185479/
262,262Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Ambulance (siren)_reference.wav,dggrunzweig,https://freesound.org/people/dggrunzweig/,https://freesound.org/people/dggrunzweig/sounds/341553/
263,263Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Fire engine_ fire truck (siren)_reference.wav,AdmNaismith,https://freesound.org/people/AdmNaismith/,https://freesound.org/people/AdmNaismith/sounds/175914/
264,264Sounds of things_Vehicle_Motor vehicle (road)_Emergency vehicle_Police car (siren)_reference.wav,MultiMax2121,https://freesound.org/people/MultiMax2121/,https://freesound.org/people/MultiMax2121/sounds/156869/
265,265Sounds of things_Vehicle_Motor vehicle (road)_Motorcycle_reference.wav,StephenSaldanha,https://freesound.org/people/StephenSaldanha/,https://freesound.org/people/StephenSaldanha/sounds/133731/
266,266Sounds of things_Vehicle_Motor vehicle (road)_Traffic noise_ roadway noise_reference.wav,jcgd2,https://freesound.org/people/jcgd2/,https://freesound.org/people/jcgd2/sounds/131259/
267,267Sounds of things_Vehicle_Motor vehicle (road)_Truck_Air brake_reference.wav,beroland1,https://freesound.org/people/beroland1/,https://freesound.org/people/beroland1/sounds/167428/
268,268Sounds of things_Vehicle_Motor vehicle (road)_Truck_Air horn_ truck horn_reference.wav,mcpable,https://freesound.org/people/mcpable/,https://freesound.org/people/mcpable/sounds/131930/
269,269Sounds of things_Vehicle_Motor vehicle (road)_Truck_Ice cream truck_ ice cream van_reference.wav,casemundy,https://freesound.org/people/casemundy/,https://freesound.org/people/casemundy/sounds/130582/
270,270Sounds of things_Vehicle_Motor vehicle (road)_Truck_Reversing beeps_reference.wav,tambascot,https://freesound.org/people/tambascot/,https://freesound.org/people/tambascot/sounds/196567/
271,271Sounds of things_Vehicle_Non-motorized land vehicle_Bicycle_Bicycle bell_reference.wav,Pastabra,https://freesound.org/people/Pastabra/,https://freesound.org/people/Pastabra/sounds/365994/
272,272Sounds of things_Vehicle_Non-motorized land vehicle_Skateboard_reference.wav,barcelonetasonora,https://freesound.org/people/barcelonetasonora/,https://freesound.org/people/barcelonetasonora/sounds/189844/
273,273Sounds of things_Vehicle_Rail transport_Railroad car_ train wagon_reference.wav,winsx87,https://freesound.org/people/winsx87/,https://freesound.org/people/winsx87/sounds/152016/
274,274Sounds of things_Vehicle_Rail transport_Subway_ metro_ underground_reference.wav,Glaneur de sons,https://freesound.org/people/Glaneur%20de%20sons/,https://freesound.org/people/Glaneur%20de%20sons/sounds/24360/
275,275Sounds of things_Vehicle_Rail transport_Train wheels squealing_reference.wav,Tritus,https://freesound.org/people/Tritus/,https://freesound.org/people/Tritus/sounds/223045/
276,276Sounds of things_Vehicle_Rail transport_Train_Train horn_reference.wav,nnus,https://freesound.org/people/nnus/,https://freesound.org/people/nnus/sounds/126555/
277,277Sounds of things_Vehicle_Rail transport_Train_Train whistle_reference.wav,Ryding,https://freesound.org/people/Ryding/,https://freesound.org/people/Ryding/sounds/338963/
278,278Sounds of things_Wood_Chop_reference.wav,hazure,https://freesound.org/people/hazure/,https://freesound.org/people/hazure/sounds/23700/
279,279Sounds of things_Wood_Crack_reference.wav,InspectorJ,https://freesound.org/people/InspectorJ/,https://freesound.org/people/InspectorJ/sounds/352513/
280,280Sounds of things_Wood_Snap_reference.wav,Mountain852,https://freesound.org/people/Mountain852/,https://freesound.org/people/Mountain852/sounds/365815/
281,281Sounds of things_Wood_Splinter_reference.wav,dheming,https://freesound.org/people/dheming/,https://freesound.org/people/dheming/sounds/128408/
282,282Source-ambiguous sounds_Deformable shell_Crumpling_ crinkling_reference.wav,aldenroth2,https://freesound.org/people/aldenroth2/,https://freesound.org/people/aldenroth2/sounds/272015/
283,283Source-ambiguous sounds_Deformable shell_Crushing_reference.wav,cmusounddesign,https://freesound.org/people/cmusounddesign/,https://freesound.org/people/cmusounddesign/sounds/71934/
284,284Source-ambiguous sounds_Deformable shell_Tearing_reference.wav,mikaelfernstrom,https://freesound.org/people/mikaelfernstrom/,https://freesound.org/people/mikaelfernstrom/sounds/68732/
285,285Source-ambiguous sounds_Generic impact sounds_Bang_reference.wav,Werra,https://freesound.org/people/Werra/,https://freesound.org/people/Werra/sounds/244394/
286,286Source-ambiguous sounds_Generic impact sounds_Bouncing_reference.wav,impulse94,https://freesound.org/people/impulse94/,https://freesound.org/people/impulse94/sounds/264127/
287,287Source-ambiguous sounds_Generic impact sounds_Breaking_reference.wav,rodincoil,https://freesound.org/people/rodincoil/,https://freesound.org/people/rodincoil/sounds/321143/
288,288Source-ambiguous sounds_Generic impact sounds_Flap_reference.wav,Sauron974,https://freesound.org/people/Sauron974/,https://freesound.org/people/Sauron974/sounds/188733/
289,289Source-ambiguous sounds_Generic impact sounds_Knock_reference.wav,kbnevel,https://freesound.org/people/kbnevel/,https://freesound.org/people/kbnevel/sounds/119833/
290,290Source-ambiguous sounds_Generic impact sounds_Slap_ smack_reference.wav,jmmcdona04,https://freesound.org/people/jmmcdona04/,https://freesound.org/people/jmmcdona04/sounds/161042/
291,291Source-ambiguous sounds_Generic impact sounds_Smash_ crash_reference.wav,CGEffex,https://freesound.org/people/CGEffex/,https://freesound.org/people/CGEffex/sounds/99960/
292,292Source-ambiguous sounds_Generic impact sounds_Tap_reference.wav,hasbrouck,https://freesound.org/people/hasbrouck/,https://freesound.org/people/hasbrouck/sounds/221750/
293,293Source-ambiguous sounds_Generic impact sounds_Thump_ thud_Clunk_reference.wav,soundmary,https://freesound.org/people/soundmary/,https://freesound.org/people/soundmary/sounds/194994/
294,294Source-ambiguous sounds_Generic impact sounds_Thump_ thud_Thunk_reference.wav,theshaggyfreak,https://freesound.org/people/theshaggyfreak/,https://freesound.org/people/theshaggyfreak/sounds/274934/
295,295Source-ambiguous sounds_Generic impact sounds_Whack_ thwack_reference.wav,Project_Trident,https://freesound.org/people/Project_Trident/,https://freesound.org/people/Project_Trident/sounds/141170/
296,296Source-ambiguous sounds_Generic impact sounds_Whip_reference.wav,snowflakes,https://freesound.org/people/snowflakes/,https://freesound.org/people/snowflakes/sounds/72190/
297,297Source-ambiguous sounds_Surface contact_Grind_reference.wav,Puniho,https://freesound.org/people/Puniho/,https://freesound.org/people/Puniho/sounds/231296/
298,298Source-ambiguous sounds_Surface contact_Roll_reference.wav,Puniho,https://freesound.org/people/Puniho/,https://freesound.org/people/Puniho/sounds/116679/
299,299Source-ambiguous sounds_Surface contact_Rub_reference.wav,dobroide,https://freesound.org/people/dobroide/,https://freesound.org/people/dobroide/sounds/46293/
300,300Source-ambiguous sounds_Surface contact_Scrape_reference.wav,willpio,https://freesound.org/people/willpio/,https://freesound.org/people/willpio/sounds/29587/
301,301Source-ambiguous sounds_Surface contact_Scratch_reference.wav,fattirewhitey,https://freesound.org/people/fattirewhitey/,https://freesound.org/people/fattirewhitey/sounds/397127/
